S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
2201,04/11/2021,Andhra Pradesh,2067255,3898,2048971,14386
2202,05/11/2021,Andhra Pradesh,2067556,3830,2049338,14388
2203,06/11/2021,Andhra Pradesh,2067706,3760,2049555,14391
2204,07/11/2021,Andhra Pradesh,2067921,3568,2049961,14392
2205,08/11/2021,Andhra Pradesh,2068241,3458,2050386,14397
2206,09/11/2021,Andhra Pradesh,2068487,3366,2050720,14401
2207,10/11/2021,Andhra Pradesh,2068718,3233,2051082,14403
2208,11/11/2021,Andhra Pradesh,2069066,3220,2051440,14406
2209,12/11/2021,Andhra Pradesh,2069352,3196,2051747,14409
2210,14/11/2021,Andhra Pradesh,2069770,3128,2052230,14412
2211,15/11/2021,Andhra Pradesh,2069978,3086,2052477,14415
2212,16/11/2021,Andhra Pradesh,2070095,2961,2052718,14416
2213,17/11/2021,Andhra Pradesh,2070286,2734,2053134,14418
2214,18/11/2021,Andhra Pradesh,2070516,2615,2053480,14421
2215,19/11/2021,Andhra Pradesh,2053755,-14423,2053755,14423
2216,20/11/2021,Andhra Pradesh,2070906,2425,2054056,14425
2217,22/11/2021,Andhra Pradesh,2071244,2265,2054553,14426
2218,23/11/2021,Andhra Pradesh,2071371,2206,2054737,14428
2219,24/11/2021,Andhra Pradesh,2071567,2159,2054979,14429
2220,25/11/2021,Andhra Pradesh,2071831,2175,2055226,14430
2221,26/11/2021,Andhra Pradesh,2072014,2194,2055389,14431
2222,27/11/2021,Andhra Pradesh,2072198,2163,2055603,14432
2223,28/11/2021,Andhra Pradesh,2072446,2158,2055856,14432
2224,29/11/2021,Andhra Pradesh,2072624,2140,2056046,14438
2225,30/11/2021,Andhra Pradesh,2072725,2102,2056184,14439
2226,02/12/2021,Andhra Pradesh,2073093,2149,2056501,14443
2227,05/12/2021,Andhra Pradesh,2073576,2149,2056979,14448
2228,06/12/2021,Andhra Pradesh,2073730,2122,2057156,14452
2229,07/12/2021,Andhra Pradesh,2073852,2030,2057369,14453
2230,08/12/2021,Andhra Pradesh,2074036,2008,2057573,14455
2231,09/12/2021,Andhra Pradesh,2074217,2011,2057749,14457
2232,12/12/2021,Andhra Pradesh,2074708,1954,2058289,14465
2233,13/12/2021,Andhra Pradesh,2074868,1912,2058490,14466
2234,14/12/2021,Andhra Pradesh,2074976,1878,2058631,14467
2235,15/12/2021,Andhra Pradesh,2075108,1823,2058817,14468
2236,16/12/2021,Andhra Pradesh,2075271,1821,2058979,14471
2237,17/12/2021,Andhra Pradesh,2075419,1814,2059131,14474
2238,18/12/2021,Andhra Pradesh,2075546,1758,2059311,14477
2239,19/12/2021,Andhra Pradesh,2075683,1705,2059500,14478
2240,20/12/2021,Andhra Pradesh,2075804,1597,2059728,14479
2241,21/12/2021,Andhra Pradesh,2075879,1517,2059882,14480
2242,22/12/2021,Andhra Pradesh,2075974,1432,2060061,14481
2243,23/12/2021,Andhra Pradesh,2076077,1358,2060236,14483
2244,24/12/2021,Andhra Pradesh,2076212,1326,2060400,14486
2245,25/12/2021,Andhra Pradesh,2076306,1279,2060539,14488
2246,26/12/2021,Andhra Pradesh,2076410,1249,2060672,14489
2247,27/12/2021,Andhra Pradesh,2076492,1166,2060836,14490
2248,28/12/2021,Andhra Pradesh,2076546,1099,2060957,14490
2249,29/12/2021,Andhra Pradesh,2076687,1073,2061122,14492
2250,30/12/2021,Andhra Pradesh,2076849,1049,2061308,14492
2251,31/12/2021,Andhra Pradesh,2076979,1081,2061405,14493
2252,01/01/2022,Andhra Pradesh,2077145,1154,2061496,14495
2253,02/01/2022,Andhra Pradesh,2077321,1227,2061599,14495
2254,03/01/2022,Andhra Pradesh,2077486,1260,2061729,14497
2255,04/01/2022,Andhra Pradesh,2077608,1278,2061832,14498
2256,05/01/2022,Andhra Pradesh,2077942,1516,2061927,14499
2257,06/01/2022,Andhra Pradesh,2078376,1848,2062029,14499
2258,07/01/2022,Andhra Pradesh,2078923,2266,2062157,14500
2259,08/01/2022,Andhra Pradesh,2079763,2972,2062290,14501
2260,09/01/2022,Andhra Pradesh,2080602,3659,2062440,14503
2261,10/01/2022,Andhra Pradesh,2081859,4774,2062580,14505
2262,11/01/2022,Andhra Pradesh,2082843,5606,2062732,14505
2263,12/01/2022,Andhra Pradesh,2084674,7195,2062974,14505
2264,13/01/2022,Andhra Pradesh,2087879,10119,2063255,14505
2265,14/01/2022,Andhra Pradesh,2092227,14204,2063516,14507
2266,15/01/2022,Andhra Pradesh,2096755,18313,2063934,14508
2267,16/01/2022,Andhra Pradesh,2101710,22870,2064331,14509
2268,17/01/2022,Andhra Pradesh,2106280,26770,2065000,14510
2269,18/01/2022,Andhra Pradesh,2110388,30182,2065696,14510
2270,19/01/2022,Andhra Pradesh,2117384,36108,2066762,14514
2271,20/01/2022,Andhra Pradesh,2127441,44935,2067984,14522
2272,21/01/2022,Andhra Pradesh,2140056,53871,2071658,14527
2273,22/01/2022,Andhra Pradesh,2153268,64136,2074600,14532
2274,23/01/2022,Andhra Pradesh,2166194,73143,2078513,14538
2275,24/01/2022,Andhra Pradesh,2180634,83610,2082482,14542
2276,25/01/2022,Andhra Pradesh,2195136,93305,2087282,14549
2277,26/01/2022,Andhra Pradesh,2208955,101396,2092998,14561
2278,27/01/2022,Andhra Pradesh,2222573,106318,2101685,14570
2279,28/01/2022,Andhra Pradesh,2236047,109493,2111975,14579
2280,29/01/2022,Andhra Pradesh,2248608,113300,2120717,14591
2281,30/01/2022,Andhra Pradesh,2260181,115425,2130162,14594
2282,31/01/2022,Andhra Pradesh,2270491,116031,2139854,14606
2283,01/02/2022,Andhra Pradesh,2276370,110517,2151238,14615
2284,03/02/2022,Andhra Pradesh,2288566,100622,2173313,14631
2285,04/02/2022,Andhra Pradesh,2293171,93488,2185042,14641
2286,05/02/2022,Andhra Pradesh,2297369,88364,2194359,14646
2287,06/02/2022,Andhra Pradesh,2300765,78746,2207364,14655
2288,07/02/2022,Andhra Pradesh,2303455,69572,2219219,14664
2289,08/02/2022,Andhra Pradesh,2305052,62395,2227985,14672
2290,09/02/2022,Andhra Pradesh,2306943,54040,2238226,14677
2291,10/02/2022,Andhra Pradesh,2308622,46119,2247824,14679
2292,11/02/2022,Andhra Pradesh,2309967,40884,2254400,14683
2293,12/02/2022,Andhra Pradesh,2311133,32413,2264032,14688
2294,13/02/2022,Andhra Pradesh,2312029,24454,2272881,14694
2295,14/02/2022,Andhra Pradesh,2312778,18929,2279152,14697
2296,15/02/2022,Andhra Pradesh,2313212,14726,2283788,14698
2297,16/02/2022,Andhra Pradesh,2313827,12550,2286575,14702
2298,17/02/2022,Andhra Pradesh,2314502,10808,2288989,14705
2299,18/02/2022,Andhra Pradesh,2315030,9470,2290853,14707
2300,19/02/2022,Andhra Pradesh,2315525,8421,2292396,14708
2301,20/02/2022,Andhra Pradesh,2315950,7358,2293882,14710
2302,21/02/2022,Andhra Pradesh,2316285,6754,2294818,14713
2303,22/02/2022,Andhra Pradesh,2316467,5985,2295768,14714
2304,23/02/2022,Andhra Pradesh,2316711,5565,2296430,14716
2305,24/02/2022,Andhra Pradesh,2316964,5181,2297065,14718
2306,25/02/2022,Andhra Pradesh,2317184,4927,2297537,14720
2307,26/02/2022,Andhra Pradesh,2317464,4709,2298033,14722
2308,27/02/2022,Andhra Pradesh,2317605,3518,2299362,14725
2309,28/02/2022,Andhra Pradesh,2317741,2850,2300165,14726
2310,01/03/2022,Andhra Pradesh,2317812,2325,2300760,14727
2311,02/03/2022,Andhra Pradesh,2317953,2014,2301210,14729
2312,03/03/2022,Andhra Pradesh,2318054,1657,2301668,14729
2313,04/03/2022,Andhra Pradesh,2318176,1543,2301904,14729
2314,05/03/2022,Andhra Pradesh,2318262,1341,2302192,14729
2315,06/03/2022,Andhra Pradesh,2318338,1151,2302458,14729
2316,07/03/2022,Andhra Pradesh,2318417,1063,2302625,14729
2317,08/03/2022,Andhra Pradesh,2318478,887,2302862,14729
2318,09/03/2022,Andhra Pradesh,2318547,817,2303001,14729
2319,10/03/2022,Andhra Pradesh,2318617,758,2303130,14729
2320,11/03/2022,Andhra Pradesh,2318705,749,2303227,14729
2321,12/03/2022,Andhra Pradesh,2318751,661,2303361,14729
2322,13/03/2022,Andhra Pradesh,2318801,633,2303438,14730
2323,14/03/2022,Andhra Pradesh,2318858,606,2303522,14730
2324,15/03/2022,Andhra Pradesh,2318884,547,2303607,14730
2325,16/03/2022,Andhra Pradesh,2318943,523,2303690,14730
2326,17/03/2022,Andhra Pradesh,2319012,510,2303772,14730
2327,18/03/2022,Andhra Pradesh,2319066,507,2303829,14730
2328,19/03/2022,Andhra Pradesh,2319141,536,2303875,14730
2329,20/03/2022,Andhra Pradesh,2319181,518,2303933,14730
2330,21/03/2022,Andhra Pradesh,2319230,511,2303989,14730
2331,22/03/2022,Andhra Pradesh,2319267,506,2304031,14730
2332,23/03/2022,Andhra Pradesh,2319297,485,2304082,14730
2333,24/03/2022,Andhra Pradesh,2319328,450,2304148,14730
2334,25/03/2022,Andhra Pradesh,2319367,444,2304193,14730
2335,26/03/2022,Andhra Pradesh,2319407,429,2304248,14730
2336,27/03/2022,Andhra Pradesh,2319448,395,2304323,14730
2337,28/03/2022,Andhra Pradesh,2319475,367,2304378,14730
2338,29/03/2022,Andhra Pradesh,2319504,346,2304428,14730
2339,30/03/2022,Andhra Pradesh,2319509,314,2304465,14730
2340,31/03/2022,Andhra Pradesh,2319524,288,2304506,14730
2341,01/04/2022,Andhra Pradesh,2319532,251,2304551,14730
2342,02/04/2022,Andhra Pradesh,2319560,202,2304628,14730
2343,03/04/2022,Andhra Pradesh,2319566,175,2304661,14730
2344,04/04/2022,Andhra Pradesh,2319577,150,2304697,14730
2345,05/04/2022,Andhra Pradesh,2319578,119,2304729,14730
2346,06/04/2022,Andhra Pradesh,2319583,87,2304766,14730
2347,07/04/2022,Andhra Pradesh,2319586,70,2304786,14730
2348,08/04/2022,Andhra Pradesh,2319591,69,2304792,14730
2349,11/04/2022,Andhra Pradesh,2319612,57,2304825,14730
2350,12/04/2022,Andhra Pradesh,2319614,43,2304841,14730
2351,13/04/2022,Andhra Pradesh,2319616,41,2304845,14730
2352,14/04/2022,Andhra Pradesh,2319617,33,2304854,14730
2353,15/04/2022,Andhra Pradesh,2319622,31,2304861,14730
2354,16/04/2022,Andhra Pradesh,2319636,41,2304865,14730
2355,17/04/2022,Andhra Pradesh,2319636,41,2304865,14730
2356,18/04/2022,Andhra Pradesh,2319640,38,2304872,14730
2357,21/04/2022,Andhra Pradesh,2319652,35,2304887,14730
2358,22/04/2022,Andhra Pradesh,2319653,35,2304888,14730
2359,23/04/2022,Andhra Pradesh,2319657,33,2304894,14730
2360,24/04/2022,Andhra Pradesh,2319659,33,2304896,14730
2361,25/04/2022,Andhra Pradesh,2319662,34,2304898,14730
2362,26/04/2022,Andhra Pradesh,2319662,22,2304910,14730
2363,27/04/2022,Andhra Pradesh,2319666,18,2304918,14730
2364,28/04/2022,Andhra Pradesh,2319670,14,2304926,14730
2365,29/04/2022,Andhra Pradesh,2319675,16,2304929,14730
2366,30/04/2022,Andhra Pradesh,2319683,20,2304933,14730
2367,01/05/2022,Andhra Pradesh,2319687,23,2304934,14730
2368,02/05/2022,Andhra Pradesh,2319699,30,2304939,14730
2369,03/05/2022,Andhra Pradesh,2319703,34,2304939,14730
2370,04/05/2022,Andhra Pradesh,2319707,38,2304939,14730
2371,05/05/2022,Andhra Pradesh,2319712,37,2304945,14730
2372,06/05/2022,Andhra Pradesh,2319720,40,2304950,14730
2373,07/05/2022,Andhra Pradesh,2319732,47,2304955,14730
2374,08/05/2022,Andhra Pradesh,2319737,50,2304957,14730
2375,10/05/2022,Andhra Pradesh,2319747,49,2304968,14730
2376,11/05/2022,Andhra Pradesh,2319752,48,2304974,14730
2377,12/05/2022,Andhra Pradesh,2319756,48,2304978,14730
2378,13/05/2022,Andhra Pradesh,2319777,60,2304987,14730
2379,14/05/2022,Andhra Pradesh,2319797,72,2304995,14730
2380,16/05/2022,Andhra Pradesh,2319832,92,2305010,14730
2381,17/05/2022,Andhra Pradesh,2319837,89,2305018,14730
2382,18/05/2022,Andhra Pradesh,2319846,92,2305024,14730
2383,19/05/2022,Andhra Pradesh,2319854,92,2305031,14731
2384,20/05/2022,Andhra Pradesh,2319855,70,2305054,14731
2385,21/05/2022,Andhra Pradesh,2319862,57,2305074,14731
2386,22/05/2022,Andhra Pradesh,2319869,62,2305076,14731
2387,23/05/2022,Andhra Pradesh,2319883,75,2305077,14731
2388,24/05/2022,Andhra Pradesh,2319885,70,2305084,14731
2389,25/05/2022,Andhra Pradesh,2319891,58,2305102,14731
2390,26/05/2022,Andhra Pradesh,2319898,62,2305105,14731
2391,27/05/2022,Andhra Pradesh,2319900,61,2305108,14731
2392,28/05/2022,Andhra Pradesh,2319902,58,2305113,14731
2393,29/05/2022,Andhra Pradesh,2319914,55,2305128,14731
2394,30/05/2022,Andhra Pradesh,2319918,47,2305140,14731
2395,31/05/2022,Andhra Pradesh,2319922,43,2305148,14731
2396,01/06/2022,Andhra Pradesh,2319932,47,2305154,14731
2397,02/06/2022,Andhra Pradesh,2319943,49,2305163,14731
2398,03/06/2022,Andhra Pradesh,2319957,58,2305168,14731
2399,04/06/2022,Andhra Pradesh,2319966,61,2305174,14731
2400,05/06/2022,Andhra Pradesh,2319970,61,2305178,14731
2401,06/06/2022,Andhra Pradesh,2319981,66,2305184,14731
2402,07/06/2022,Andhra Pradesh,2319988,68,2305189,14731
2403,09/06/2022,Andhra Pradesh,2320038,97,2305210,14731
2404,10/06/2022,Andhra Pradesh,2320060,105,2305224,14731
2405,11/06/2022,Andhra Pradesh,2320082,115,2305236,14731
2406,12/06/2022,Andhra Pradesh,2320098,126,2305241,14731
2407,13/06/2022,Andhra Pradesh,2320121,136,2305254,14731
2408,14/06/2022,Andhra Pradesh,2320139,147,2305261,14731
2409,15/06/2022,Andhra Pradesh,2320172,164,2305277,14731
2410,16/06/2022,Andhra Pradesh,2320225,190,2305304,14731
2411,17/06/2022,Andhra Pradesh,2320264,205,2305328,14731
2412,18/06/2022,Andhra Pradesh,2320310,226,2305353,14731
2413,19/06/2022,Andhra Pradesh,2320353,250,2305372,14731
2414,20/06/2022,Andhra Pradesh,2320414,293,2305390,14731
2415,21/06/2022,Andhra Pradesh,2320439,298,2305410,14731
2416,22/06/2022,Andhra Pradesh,2320509,340,2305438,14731
2417,23/06/2022,Andhra Pradesh,2320595,369,2305495,14731
2418,24/06/2022,Andhra Pradesh,2320682,406,2305545,14731
2419,25/06/2022,Andhra Pradesh,2320780,462,2305587,14731
2420,26/06/2022,Andhra Pradesh,2320882,518,2305633,14731
2421,27/06/2022,Andhra Pradesh,2320992,576,2305685,14731
2422,28/06/2022,Andhra Pradesh,2321035,585,2305719,14731
2423,29/06/2022,Andhra Pradesh,2321207,658,2305818,14731
2424,30/06/2022,Andhra Pradesh,2321379,755,2305893,14731
2425,01/01/1970,Arunachal Pradesh,55306,29,54997,280
2426,21/12/2014,Arunachal Pradesh,55313,35,54998,280
2427,21/12/2015,Arunachal Pradesh,55314,34,55000,280
2428,03/04/2020,Arunachal Pradesh,1,1,0,0
2429,04/04/2020,Arunachal Pradesh,1,1,0,0
2430,05/04/2020,Arunachal Pradesh,1,1,0,0
2431,06/04/2020,Arunachal Pradesh,1,1,0,0
2432,07/04/2020,Arunachal Pradesh,1,1,0,0
2433,08/04/2020,Arunachal Pradesh,1,1,0,0
2434,09/04/2020,Arunachal Pradesh,1,1,0,0
2435,10/04/2020,Arunachal Pradesh,1,1,0,0
2436,11/04/2020,Arunachal Pradesh,1,1,0,0
2437,12/04/2020,Arunachal Pradesh,1,1,0,0
2438,13/04/2020,Arunachal Pradesh,1,1,0,0
2439,14/04/2020,Arunachal Pradesh,1,1,0,0
2440,15/04/2020,Arunachal Pradesh,1,1,0,0
2441,16/04/2020,Arunachal Pradesh,1,1,0,0
2442,17/04/2020,Arunachal Pradesh,1,1,0,0
2443,18/04/2020,Arunachal Pradesh,1,1,0,0
2444,19/04/2020,Arunachal Pradesh,1,1,0,0
2445,20/04/2020,Arunachal Pradesh,1,1,0,0
2446,21/04/2020,Arunachal Pradesh,1,1,0,0
2447,22/04/2020,Arunachal Pradesh,1,0,1,0
2448,23/04/2020,Arunachal Pradesh,1,0,1,0
2449,24/04/2020,Arunachal Pradesh,1,0,1,0
2450,25/04/2020,Arunachal Pradesh,1,0,1,0
2451,26/04/2020,Arunachal Pradesh,1,0,1,0
2452,27/04/2020,Arunachal Pradesh,1,0,1,0
2453,28/04/2020,Arunachal Pradesh,1,0,1,0
2454,29/04/2020,Arunachal Pradesh,1,0,1,0
2455,30/04/2020,Arunachal Pradesh,1,0,1,0
2456,01/05/2020,Arunachal Pradesh,1,0,1,0
2457,02/05/2020,Arunachal Pradesh,1,0,1,0
2458,03/05/2020,Arunachal Pradesh,1,0,1,0
2459,04/05/2020,Arunachal Pradesh,1,0,1,0
2460,05/05/2020,Arunachal Pradesh,1,0,1,0
2461,06/05/2020,Arunachal Pradesh,1,0,1,0
2462,07/05/2020,Arunachal Pradesh,1,0,1,0
2463,08/05/2020,Arunachal Pradesh,1,0,1,0
2464,09/05/2020,Arunachal Pradesh,1,0,1,0
2465,10/05/2020,Arunachal Pradesh,1,0,1,0
2466,11/05/2020,Arunachal Pradesh,1,0,1,0
2467,12/05/2020,Arunachal Pradesh,1,0,1,0
2468,13/05/2020,Arunachal Pradesh,1,0,1,0
2469,14/05/2020,Arunachal Pradesh,1,0,1,0
2470,15/05/2020,Arunachal Pradesh,1,0,1,0
2471,16/05/2020,Arunachal Pradesh,1,0,1,0
2472,17/05/2020,Arunachal Pradesh,1,0,1,0
2473,18/05/2020,Arunachal Pradesh,1,0,1,0
2474,19/05/2020,Arunachal Pradesh,1,0,1,0
2475,20/05/2020,Arunachal Pradesh,1,0,1,0
2476,21/05/2020,Arunachal Pradesh,1,0,1,0
2477,22/05/2020,Arunachal Pradesh,1,0,1,0
2478,23/05/2020,Arunachal Pradesh,1,0,1,0
2479,24/05/2020,Arunachal Pradesh,1,0,1,0
2480,25/05/2020,Arunachal Pradesh,1,0,1,0
2481,26/05/2020,Arunachal Pradesh,2,1,1,0
2482,27/05/2020,Arunachal Pradesh,2,1,1,0
2483,28/05/2020,Arunachal Pradesh,2,1,1,0
2484,29/05/2020,Arunachal Pradesh,3,2,1,0
2485,30/05/2020,Arunachal Pradesh,3,2,1,0
2486,31/05/2020,Arunachal Pradesh,4,3,1,0
2487,01/06/2020,Arunachal Pradesh,4,3,1,0
2488,02/06/2020,Arunachal Pradesh,22,21,1,0
2489,03/06/2020,Arunachal Pradesh,22,21,1,0
2490,04/06/2020,Arunachal Pradesh,38,37,1,0
2491,05/06/2020,Arunachal Pradesh,42,41,1,0
2492,06/06/2020,Arunachal Pradesh,45,44,1,0
2493,07/06/2020,Arunachal Pradesh,47,46,1,0
2494,08/06/2020,Arunachal Pradesh,51,50,1,0
2495,09/06/2020,Arunachal Pradesh,51,50,1,0
2496,10/06/2020,Arunachal Pradesh,57,56,1,0
2497,11/06/2020,Arunachal Pradesh,57,55,2,0
2498,12/06/2020,Arunachal Pradesh,61,57,4,0
2499,13/06/2020,Arunachal Pradesh,67,63,4,0
2500,14/06/2020,Arunachal Pradesh,87,83,4,0
2501,15/06/2020,Arunachal Pradesh,91,84,7,0
2502,16/06/2020,Arunachal Pradesh,91,84,7,0
2503,17/06/2020,Arunachal Pradesh,95,88,7,0
2504,18/06/2020,Arunachal Pradesh,99,92,7,0
2505,19/06/2020,Arunachal Pradesh,103,93,10,0
2506,20/06/2020,Arunachal Pradesh,103,92,11,0
2507,21/06/2020,Arunachal Pradesh,135,121,14,0
2508,22/06/2020,Arunachal Pradesh,135,120,15,0
2509,23/06/2020,Arunachal Pradesh,139,118,21,0
2510,24/06/2020,Arunachal Pradesh,148,126,22,0
2511,25/06/2020,Arunachal Pradesh,158,120,38,0
2512,26/06/2020,Arunachal Pradesh,160,121,38,1
2513,27/06/2020,Arunachal Pradesh,172,129,42,1
2514,28/06/2020,Arunachal Pradesh,177,122,54,1
2515,29/06/2020,Arunachal Pradesh,182,121,60,1
2516,30/06/2020,Arunachal Pradesh,187,125,61,1
2517,01/07/2020,Arunachal Pradesh,191,128,62,1
2518,02/07/2020,Arunachal Pradesh,195,128,66,1
2519,03/07/2020,Arunachal Pradesh,195,128,66,1
2520,04/07/2020,Arunachal Pradesh,252,176,75,1
2521,05/07/2020,Arunachal Pradesh,259,182,76,1
2522,06/07/2020,Arunachal Pradesh,269,190,78,1
2523,07/07/2020,Arunachal Pradesh,270,176,92,2
2524,08/07/2020,Arunachal Pradesh,276,169,105,2
2525,09/07/2020,Arunachal Pradesh,287,176,109,2
2526,10/07/2020,Arunachal Pradesh,302,180,120,2
2527,11/07/2020,Arunachal Pradesh,335,213,120,2
2528,12/07/2020,Arunachal Pradesh,341,214,125,2
2529,13/07/2020,Arunachal Pradesh,359,219,138,2
2530,14/07/2020,Arunachal Pradesh,387,240,145,2
2531,15/07/2020,Arunachal Pradesh,462,306,153,3
2532,16/07/2020,Arunachal Pradesh,462,306,153,3
2533,17/07/2020,Arunachal Pradesh,543,387,153,3
2534,18/07/2020,Arunachal Pradesh,609,431,175,3
2535,19/07/2020,Arunachal Pradesh,650,373,274,3
2536,20/07/2020,Arunachal Pradesh,740,455,282,3
2537,21/07/2020,Arunachal Pradesh,790,502,285,3
2538,22/07/2020,Arunachal Pradesh,858,552,303,3
2539,23/07/2020,Arunachal Pradesh,949,632,314,3
2540,24/07/2020,Arunachal Pradesh,991,654,334,3
2541,25/07/2020,Arunachal Pradesh,1056,661,392,3
2542,26/07/2020,Arunachal Pradesh,1126,695,428,3
2543,27/07/2020,Arunachal Pradesh,1158,650,505,3
2544,28/07/2020,Arunachal Pradesh,1239,662,574,3
2545,29/07/2020,Arunachal Pradesh,1330,710,617,3
2546,30/07/2020,Arunachal Pradesh,1410,730,677,3
2547,31/07/2020,Arunachal Pradesh,1484,654,827,3
2548,01/08/2020,Arunachal Pradesh,1591,670,918,3
2549,02/08/2020,Arunachal Pradesh,1673,701,969,3
2550,03/08/2020,Arunachal Pradesh,1698,699,996,3
2551,04/08/2020,Arunachal Pradesh,1758,692,1063,3
2552,05/08/2020,Arunachal Pradesh,1790,682,1105,3
2553,06/08/2020,Arunachal Pradesh,1855,642,1210,3
2554,07/08/2020,Arunachal Pradesh,1948,700,1245,3
2555,08/08/2020,Arunachal Pradesh,2049,720,1326,3
2556,09/08/2020,Arunachal Pradesh,2117,684,1430,3
2557,10/08/2020,Arunachal Pradesh,2155,670,1482,3
2558,11/08/2020,Arunachal Pradesh,2231,636,1592,3
2559,12/08/2020,Arunachal Pradesh,2327,690,1634,3
2560,13/08/2020,Arunachal Pradesh,2430,768,1659,3
2561,14/08/2020,Arunachal Pradesh,2512,790,1718,4
2562,15/08/2020,Arunachal Pradesh,2607,852,1750,5
2563,16/08/2020,Arunachal Pradesh,2658,882,1771,5
2564,17/08/2020,Arunachal Pradesh,2701,888,1808,5
2565,18/08/2020,Arunachal Pradesh,2741,843,1893,5
2566,19/08/2020,Arunachal Pradesh,2875,921,1949,5
2567,20/08/2020,Arunachal Pradesh,2950,923,2022,5
2568,21/08/2020,Arunachal Pradesh,3066,968,2093,5
2569,22/08/2020,Arunachal Pradesh,3126,996,2125,5
2570,23/08/2020,Arunachal Pradesh,3223,990,2228,5
2571,24/08/2020,Arunachal Pradesh,3263,961,2297,5
2572,25/08/2020,Arunachal Pradesh,3312,880,2427,5
2573,26/08/2020,Arunachal Pradesh,3412,899,2508,5
2574,27/08/2020,Arunachal Pradesh,3555,987,2563,5
2575,28/08/2020,Arunachal Pradesh,3633,1007,2621,5
2576,29/08/2020,Arunachal Pradesh,3745,1031,2709,5
2577,30/08/2020,Arunachal Pradesh,3877,1118,2754,5
2578,31/08/2020,Arunachal Pradesh,4034,1205,2822,7
2579,01/09/2020,Arunachal Pradesh,4112,1220,2885,7
2580,02/09/2020,Arunachal Pradesh,4212,1226,2979,7
2581,03/09/2020,Arunachal Pradesh,4360,1278,3075,7
2582,04/09/2020,Arunachal Pradesh,4574,1400,3167,7
2583,05/09/2020,Arunachal Pradesh,4775,1488,3280,7
2584,06/09/2020,Arunachal Pradesh,4914,1525,3381,8
2585,07/09/2020,Arunachal Pradesh,5000,1520,3472,8
2586,08/09/2020,Arunachal Pradesh,5180,1576,3596,8
2587,09/09/2020,Arunachal Pradesh,5402,1670,3723,9
2588,10/09/2020,Arunachal Pradesh,5545,1630,3906,9
2589,11/09/2020,Arunachal Pradesh,5672,1658,4005,9
2590,12/09/2020,Arunachal Pradesh,5825,1689,4126,10
2591,13/09/2020,Arunachal Pradesh,5975,1712,4253,10
2592,14/09/2020,Arunachal Pradesh,6121,1732,4379,10
2593,15/09/2020,Arunachal Pradesh,6298,1756,4531,11
2594,16/09/2020,Arunachal Pradesh,6466,1795,4658,13
2595,17/09/2020,Arunachal Pradesh,6692,1892,4787,13
2596,18/09/2020,Arunachal Pradesh,6851,1871,4967,13
2597,19/09/2020,Arunachal Pradesh,7005,1886,5106,13
2598,20/09/2020,Arunachal Pradesh,7250,1957,5280,13
2599,21/09/2020,Arunachal Pradesh,7385,1964,5408,13
2600,22/09/2020,Arunachal Pradesh,7595,1939,5643,13
2601,23/09/2020,Arunachal Pradesh,7844,2052,5778,14
2602,24/09/2020,Arunachal Pradesh,8133,2216,5903,14
2603,25/09/2020,Arunachal Pradesh,8416,2331,6071,14
2604,26/09/2020,Arunachal Pradesh,8671,2427,6230,14
2605,27/09/2020,Arunachal Pradesh,8869,2458,6397,14
2606,28/09/2020,Arunachal Pradesh,9004,2495,6495,14
2607,29/09/2020,Arunachal Pradesh,9332,2725,6592,15
2608,30/09/2020,Arunachal Pradesh,9553,2794,6743,16
2609,01/10/2020,Arunachal Pradesh,9796,2890,6890,16
2610,02/10/2020,Arunachal Pradesh,10020,2955,7049,16
2611,03/10/2020,Arunachal Pradesh,10220,3019,7183,18
2612,04/10/2020,Arunachal Pradesh,10421,3015,7388,18
2613,05/10/2020,Arunachal Pradesh,10548,2953,7577,18
2614,06/10/2020,Arunachal Pradesh,10783,2989,7775,19
2615,07/10/2020,Arunachal Pradesh,11007,3022,7965,20
2616,08/10/2020,Arunachal Pradesh,11267,2850,8396,21
2617,09/10/2020,Arunachal Pradesh,11479,2778,8679,22
2618,10/10/2020,Arunachal Pradesh,11760,2860,8877,23
2619,11/10/2020,Arunachal Pradesh,11998,2940,9035,23
2620,12/10/2020,Arunachal Pradesh,12147,2891,9232,24
2621,13/10/2020,Arunachal Pradesh,12367,2940,9403,24
2622,14/10/2020,Arunachal Pradesh,12561,2960,9573,28
2623,15/10/2020,Arunachal Pradesh,12768,3045,9694,29
2624,16/10/2020,Arunachal Pradesh,12971,3052,9889,30
2625,17/10/2020,Arunachal Pradesh,13169,3068,10071,30
2626,18/10/2020,Arunachal Pradesh,13348,3003,10315,30
2627,19/10/2020,Arunachal Pradesh,13406,2824,10552,30
2628,20/10/2020,Arunachal Pradesh,13643,2833,10780,30
2629,21/10/2020,Arunachal Pradesh,13778,2712,11035,31
2630,22/10/2020,Arunachal Pradesh,13912,2682,11199,31
2631,23/10/2020,Arunachal Pradesh,14077,2638,11407,32
2632,24/10/2020,Arunachal Pradesh,14145,2499,11613,33
2633,25/10/2020,Arunachal Pradesh,14211,2397,11781,33
2634,26/10/2020,Arunachal Pradesh,14244,2260,11951,33
2635,27/10/2020,Arunachal Pradesh,14391,2174,12182,35
2636,28/10/2020,Arunachal Pradesh,14472,2139,12297,36
2637,29/10/2020,Arunachal Pradesh,14580,2064,12480,36
